Node,Cluster
0,5
1,5
2,5
3,5
4,5
5,7
6,7
7,7
8,5
9,5
10,5
11,5
12,5
13,5
14,3
15,3
16,3
17,3
18,3
19,5
20,5
21,5
22,5
23,5
24,5
25,5
26,7
27,7
28,5
29,5
30,5
31,5
32,5
33,3
34,3
35,3
36,3
37,7
38,6
39,6
40,2
41,7
42,7
43,7
44,7
45,7
46,7
47,3
48,3
49,7
50,7
51,7
52,7
53,2
54,2
55,2
56,2
57,2
58,3
59,3
60,3
61,3
62,3
63,2
64,2
65,2
66,7
67,7
68,4
69,4
70,2
71,2
72,4
73,4
74,4
75,2
76,2
77,2
78,4
79,4
80,2
81,2
82,2
83,4
84,2
85,3
86,3
87,4
88,4
89,6
90,6
91,6
92,4
93,4
94,6
95,6
96,1
97,1
98,1
99,1
100,1
101,1
102,6
103,6
104,9
105,9
106,7
107,7
108,7
109,7
110,7
111,7
112,7
113,1
114,0
115,0
116,0
117,1
118,1
119,1
120,6
121,6
122,0
123,0
124,1
125,1
126,1
127,1
128,1
129,1
130,0
131,0
132,0
133,1
134,1
135,1
136,1
137,6
138,6
139,9
140,9
141,9
142,0
143,0
144,0
145,0
146,0
147,6
148,0
149,0
150,0
151,0
152,1
153,1
154,0
155,8
156,8
157,8
158,8
159,8
160,8
161,8
162,8
163,8
164,8
165,8
166,8
167,9
168,9
169,9
170,8
171,8
172,9
173,9
174,9
175,9
176,8
177,9
178,9
179,9
180,9
181,9
182,9
183,8
184,8
185,8
186,9
187,9
