Day of Year,Date,Weight
0,2050-01-01,6
9,2050-01-10,14
16,2050-01-17,6
21,2050-01-22,4
31,2050-02-01,4
40,2050-02-10,5
45,2050-02-15,14
52,2050-02-22,3
56,2050-02-26,2
58,2050-02-28,6
67,2050-03-09,9
70,2050-03-12,4
72,2050-03-14,14
97,2050-04-08,5
98,2050-04-09,4
99,2050-04-10,8
109,2050-04-20,4
110,2050-04-21,6
111,2050-04-22,5
123,2050-05-04,5
136,2050-05-17,7
139,2050-05-20,4
148,2050-05-29,1
155,2050-06-05,8
158,2050-06-08,12
172,2050-06-22,1
176,2050-06-26,6
186,2050-07-06,9
191,2050-07-11,3
193,2050-07-13,3
194,2050-07-14,6
196,2050-07-16,6
197,2050-07-17,2
204,2050-07-24,9
207,2050-07-27,8
211,2050-07-31,3
213,2050-08-02,6
228,2050-08-17,2
237,2050-08-26,5
248,2050-09-06,2
259,2050-09-17,5
262,2050-09-20,9
267,2050-09-25,11
269,2050-09-27,9
274,2050-10-02,5
275,2050-10-03,3
276,2050-10-04,9
287,2050-10-15,5
294,2050-10-22,3
300,2050-10-28,10
311,2050-11-08,11
312,2050-11-09,4
314,2050-11-11,5
315,2050-11-12,2
318,2050-11-15,1
327,2050-11-24,4
330,2050-11-27,5
333,2050-11-30,3
340,2050-12-07,5
348,2050-12-15,7
349,2050-12-16,10
354,2050-12-21,8
